call_id,started_at,language,intent,claim_id,agent_version,asr_confidence_avg,duration_sec,avg_response_ms,outcome,transfer_reason
C-20260828-02069,2026-08-28 20:43:22,en,claim_status,CL8806640,v15,0.858,127,276,contained,
C-20260828-02070,2026-08-28 15:30:08,en,claim_status,CLM-2026-50304,v15,0.873,104,1788,transferred_human,agent_could_not_resolve
C-20260828-02071,2026-08-28 15:37:20,en,claim_status,CL7249844,v15,0.906,139,291,contained,
C-20260828-02072,2026-08-28 15:19:07,en,network_hospital,,v15,0.961,172,495,transferred_human,agent_could_not_resolve
C-20260828-02073,2026-08-28 11:46:32,en,network_hospital,,v15,0.898,93,588,transferred_human,caller_requested_human
C-20260828-02074,2026-08-28 15:56:14,en,renewal_premium,,v15,0.843,114,520,transferred_human,out_of_scope
C-20260828-02075,2026-08-28 16:49:09,hi,claim_status,CLM-2026-11944,v15,0.86,156,939,transferred_human,agent_could_not_resolve
C-20260828-02076,2026-08-28 20:23:47,en,network_hospital,,v15,0.921,139,564,contained,
C-20260828-02077,2026-08-28 17:22:03,hi,policy_details,,v15,0.857,80,461,contained,
C-20260828-02078,2026-08-28 12:16:35,en,network_hospital,,v15,0.866,95,362,contained,
C-20260828-02079,2026-08-28 19:18:31,en,policy_details,,v15,0.936,123,391,contained,
C-20260828-02080,2026-08-28 16:38:11,en,policy_details,,v15,0.94,174,251,abandoned,
C-20260828-02081,2026-08-28 12:03:56,en,claim_status,CL8590696,v15,0.886,62,303,contained,
C-20260828-02082,2026-08-28 11:45:08,en,claim_status,CLM-2026-35052,v15,0.99,148,1374,transferred_human,agent_could_not_resolve
C-20260828-02083,2026-08-28 16:34:25,en,renewal_premium,,v15,0.936,132,488,contained,
C-20260828-02084,2026-08-28 15:00:50,en,network_hospital,,v15,0.943,156,516,transferred_human,out_of_scope
C-20260828-02085,2026-08-28 15:30:27,en,claim_status,CL7085444,v15,0.843,98,383,transferred_human,agent_could_not_resolve
C-20260828-02086,2026-08-28 10:33:10,hi,renewal_premium,,v15,0.873,116,444,transferred_human,agent_could_not_resolve
C-20260828-02087,2026-08-28 14:46:46,hi,claim_status,CL8278200,v15,0.867,142,446,contained,
C-20260828-02088,2026-08-28 18:17:50,en,renewal_premium,,v15,0.84,130,410,transferred_human,caller_requested_human
C-20260828-02089,2026-08-28 20:04:18,en,renewal_premium,,v15,0.917,48,602,contained,
C-20260828-02090,2026-08-28 10:56:41,en,network_hospital,,v15,0.895,145,445,transferred_human,escalation_policy
C-20260828-02091,2026-08-28 12:53:15,en,claim_status,CL8533643,v15,0.955,120,538,contained,
C-20260828-02092,2026-08-28 18:47:04,en,claim_status,CL7443836,v15,0.947,147,502,contained,
C-20260828-02093,2026-08-28 13:39:52,hi,claim_status,CLM-2026-29428,v15,0.842,163,1245,abandoned,
C-20260828-02094,2026-08-28 19:17:14,en,claim_status,CLM-2026-35625,v15,0.956,159,900,transferred_human,agent_could_not_resolve
C-20260828-02095,2026-08-28 14:33:38,en,claim_status,CL8985520,v15,0.933,142,205,contained,
C-20260828-02096,2026-08-28 12:00:54,en,claim_status,CLM-2026-95038,v15,0.925,132,1557,transferred_human,agent_could_not_resolve
C-20260828-02097,2026-08-28 20:15:17,en,renewal_premium,,v15,0.95,93,361,contained,
C-20260828-02098,2026-08-28 16:03:08,en,network_hospital,,v15,0.865,62,394,contained,
C-20260828-02099,2026-08-28 17:57:00,en,network_hospital,,v15,0.916,142,394,contained,
C-20260828-02100,2026-08-28 13:09:33,en,network_hospital,,v15,0.861,87,631,contained,
C-20260828-02101,2026-08-28 18:58:09,en,claim_status,CLM-2026-11004,v15,0.923,186,891,transferred_human,agent_could_not_resolve
C-20260828-02102,2026-08-28 19:16:04,en,policy_details,,v15,0.881,93,562,transferred_human,escalation_policy
C-20260828-02103,2026-08-28 13:33:29,en,claim_status,CLM-2026-45177,v15,0.977,231,1560,transferred_human,agent_could_not_resolve
C-20260828-02104,2026-08-28 10:37:32,en,claim_status,CLM-2026-15804,v15,0.919,152,1293,transferred_human,agent_could_not_resolve
C-20260828-02105,2026-08-28 14:35:26,en,claim_status,CL8939603,v15,0.951,99,488,contained,
C-20260828-02106,2026-08-28 14:58:59,en,policy_details,,v15,0.95,126,536,contained,
C-20260828-02107,2026-08-28 17:20:30,en,renewal_premium,,v15,0.975,93,567,contained,
C-20260828-02108,2026-08-28 16:14:01,en,network_hospital,,v15,0.876,149,350,contained,
C-20260828-02109,2026-08-28 10:46:52,en,network_hospital,,v15,0.914,202,391,transferred_human,caller_requested_human
C-20260828-02110,2026-08-28 17:53:49,hi,network_hospital,,v15,0.887,104,553,contained,
C-20260828-02111,2026-08-28 13:05:49,en,renewal_premium,,v15,0.87,192,347,transferred_human,escalation_policy
C-20260828-02112,2026-08-28 20:37:43,en,claim_status,CL8086349,v15,0.927,110,592,transferred_human,caller_requested_human
C-20260828-02113,2026-08-28 14:56:08,en,claim_status,CL7003704,v15,0.88,139,509,contained,
C-20260828-02114,2026-08-28 13:01:20,hi,claim_status,CL7010099,v15,0.816,78,347,contained,
C-20260828-02115,2026-08-28 15:24:30,en,renewal_premium,,v15,0.93,229,392,contained,
C-20260828-02116,2026-08-28 13:13:44,en,renewal_premium,,v15,0.857,93,388,transferred_human,out_of_scope
C-20260828-02117,2026-08-28 12:54:06,en,renewal_premium,,v15,0.959,262,351,transferred_human,out_of_scope
C-20260828-02118,2026-08-28 14:42:35,en,network_hospital,,v15,0.883,159,470,contained,
C-20260828-02119,2026-08-28 16:35:33,en,claim_status,CL7331174,v15,0.889,85,521,contained,
C-20260828-02120,2026-08-28 17:59:47,en,claim_status,CL8168393,v15,0.979,184,440,transferred_human,caller_requested_human
C-20260828-02121,2026-08-28 16:12:31,en,network_hospital,,v15,0.943,111,423,contained,
C-20260828-02122,2026-08-28 18:18:11,en,policy_details,,v15,0.941,136,355,contained,
C-20260828-02123,2026-08-28 10:07:58,en,renewal_premium,,v15,0.891,202,449,transferred_human,escalation_policy
C-20260828-02124,2026-08-28 18:26:47,en,claim_status,CL7988390,v15,0.848,106,401,contained,
C-20260828-02125,2026-08-28 19:51:47,hi,renewal_premium,,v15,0.875,162,386,transferred_human,out_of_scope
C-20260828-02126,2026-08-28 12:29:18,en,claim_status,CL8487167,v15,0.908,145,315,contained,
C-20260828-02127,2026-08-28 14:03:18,en,claim_status,CL8959023,v15,0.918,91,380,contained,
C-20260828-02128,2026-08-28 14:06:43,hi,claim_status,CLM-2026-91078,v15,0.84,120,1473,transferred_human,agent_could_not_resolve
C-20260828-02129,2026-08-28 11:24:20,en,network_hospital,,v15,0.943,112,524,contained,
C-20260828-02130,2026-08-28 13:04:10,en,renewal_premium,,v15,0.935,118,370,contained,
C-20260828-02131,2026-08-28 17:20:55,en,policy_details,,v15,0.97,223,540,transferred_human,out_of_scope
C-20260828-02132,2026-08-28 11:08:25,en,claim_status,CL7977789,v15,0.877,119,396,contained,
C-20260828-02133,2026-08-28 15:38:59,hi,policy_details,,v15,0.874,189,417,transferred_human,caller_requested_human
C-20260828-02134,2026-08-28 09:42:33,hi,claim_status,CLM-2026-14004,v15,0.794,198,1266,transferred_human,agent_could_not_resolve
C-20260828-02135,2026-08-28 13:18:59,hi,claim_status,CL7315485,v15,0.97,171,478,contained,
C-20260828-02136,2026-08-28 10:01:07,en,renewal_premium,,v15,0.99,55,357,contained,
C-20260828-02137,2026-08-28 09:04:22,en,network_hospital,,v15,0.831,85,405,contained,
C-20260828-02138,2026-08-28 19:29:51,en,renewal_premium,,v15,0.868,96,332,transferred_human,out_of_scope
C-20260828-02139,2026-08-28 10:54:57,en,claim_status,CLM-2026-88959,v15,0.902,225,1257,transferred_human,agent_could_not_resolve
C-20260828-02140,2026-08-28 16:19:48,en,network_hospital,,v15,0.983,197,560,transferred_human,out_of_scope
C-20260828-02141,2026-08-28 10:14:19,en,network_hospital,,v15,0.876,57,452,contained,
C-20260828-02142,2026-08-28 16:56:38,hi,network_hospital,,v15,0.903,67,298,contained,
C-20260828-02143,2026-08-28 18:29:51,en,renewal_premium,,v15,0.87,252,294,transferred_human,caller_requested_human
C-20260828-02144,2026-08-28 17:21:33,en,claim_status,CLM-2026-21901,v15,0.918,108,1314,transferred_human,agent_could_not_resolve
C-20260828-02145,2026-08-28 13:56:23,hi,claim_status,CL7033015,v15,0.87,155,511,contained,
C-20260828-02146,2026-08-28 14:00:08,en,renewal_premium,,v15,0.897,125,447,contained,
C-20260828-02147,2026-08-28 15:09:56,en,network_hospital,,v15,0.99,151,264,contained,
C-20260828-02148,2026-08-28 10:17:03,en,network_hospital,,v15,0.872,96,476,contained,
C-20260828-02149,2026-08-28 09:42:26,en,renewal_premium,,v15,0.865,141,350,transferred_human,caller_requested_human
C-20260829-02150,2026-08-29 09:22:32,en,claim_status,CLM-2026-27626,v15,0.876,128,1368,transferred_human,agent_could_not_resolve
C-20260829-02151,2026-08-29 12:12:00,en,network_hospital,,v15,0.939,142,568,transferred_human,out_of_scope
C-20260829-02152,2026-08-29 10:49:54,en,renewal_premium,,v15,0.898,149,359,contained,
C-20260829-02153,2026-08-29 12:04:04,en,renewal_premium,,v15,0.868,115,470,contained,
C-20260829-02154,2026-08-29 19:50:15,en,claim_status,CL8202938,v15,0.974,159,368,contained,
C-20260829-02155,2026-08-29 11:05:57,en,policy_details,,v15,0.909,104,341,contained,
C-20260829-02156,2026-08-29 13:44:02,en,network_hospital,,v15,0.903,184,584,transferred_human,agent_could_not_resolve
C-20260829-02157,2026-08-29 09:52:43,en,renewal_premium,,v15,0.863,69,602,contained,
C-20260829-02158,2026-08-29 13:36:33,en,renewal_premium,,v15,0.904,94,573,contained,
C-20260829-02159,2026-08-29 16:05:07,en,network_hospital,,v15,0.957,74,400,contained,
C-20260829-02160,2026-08-29 13:59:06,hi,policy_details,,v15,0.936,193,514,contained,
C-20260829-02161,2026-08-29 11:30:39,en,claim_status,CLM-2026-83685,v15,0.99,188,1479,transferred_human,agent_could_not_resolve
C-20260829-02162,2026-08-29 12:54:37,en,claim_status,CL7073428,v15,0.985,45,505,contained,
C-20260829-02163,2026-08-29 19:31:55,en,claim_status,CLM-2026-79316,v15,0.902,134,1086,transferred_human,agent_could_not_resolve
C-20260829-02164,2026-08-29 13:05:25,en,renewal_premium,,v15,0.929,72,400,contained,
C-20260829-02165,2026-08-29 14:36:03,en,claim_status,CL7428571,v15,0.99,205,523,transferred_human,caller_requested_human
C-20260829-02166,2026-08-29 16:25:08,en,claim_status,CLM-2026-31862,v15,0.83,155,1062,transferred_human,agent_could_not_resolve
C-20260829-02167,2026-08-29 18:41:10,hi,network_hospital,,v15,0.782,169,356,transferred_human,escalation_policy
C-20260829-02168,2026-08-29 10:11:45,hi,network_hospital,,v15,0.915,183,315,transferred_human,caller_requested_human
C-20260829-02169,2026-08-29 10:26:01,en,claim_status,CL7694254,v15,0.831,40,411,contained,
C-20260829-02170,2026-08-29 16:09:29,en,network_hospital,,v15,0.918,122,486,contained,
C-20260829-02171,2026-08-29 12:12:25,hi,network_hospital,,v15,0.89,215,483,transferred_human,out_of_scope
C-20260829-02172,2026-08-29 15:33:44,en,claim_status,CL7757170,v15,0.869,109,482,contained,
C-20260829-02173,2026-08-29 15:01:49,en,network_hospital,,v15,0.937,199,411,transferred_human,out_of_scope
C-20260829-02174,2026-08-29 11:43:52,en,network_hospital,,v15,0.87,123,507,contained,
C-20260829-02175,2026-08-29 09:52:30,en,policy_details,,v15,0.933,101,608,contained,
C-20260829-02176,2026-08-29 17:33:57,en,claim_status,CLM-2026-17932,v15,0.965,157,1671,transferred_human,agent_could_not_resolve
C-20260829-02177,2026-08-29 18:50:24,en,claim_status,CL8624202,v15,0.892,144,385,contained,
C-20260829-02178,2026-08-29 20:40:41,hi,network_hospital,,v15,0.903,175,349,contained,
C-20260829-02179,2026-08-29 14:28:58,en,renewal_premium,,v15,0.887,103,425,contained,
C-20260829-02180,2026-08-29 11:33:32,hi,claim_status,CL8102904,v15,0.849,195,434,contained,
C-20260829-02181,2026-08-29 11:04:05,en,claim_status,CL8142914,v15,0.943,134,486,contained,
C-20260829-02182,2026-08-29 17:30:33,en,claim_status,CLM-2026-22327,v15,0.939,155,1467,transferred_human,agent_could_not_resolve
C-20260829-02183,2026-08-29 14:15:43,en,policy_details,,v15,0.908,126,470,transferred_human,agent_could_not_resolve
C-20260829-02184,2026-08-29 14:44:26,en,claim_status,CLM-2026-57994,v15,0.89,167,1497,transferred_human,agent_could_not_resolve
C-20260829-02185,2026-08-29 12:58:26,en,claim_status,CLM-2026-21774,v15,0.94,181,1254,transferred_human,agent_could_not_resolve
C-20260829-02186,2026-08-29 20:40:09,hi,claim_status,CL7343118,v15,0.841,175,572,transferred_human,caller_requested_human
C-20260829-02187,2026-08-29 18:24:54,en,claim_status,CL8520372,v15,0.913,159,431,contained,
C-20260829-02188,2026-08-29 18:03:22,en,claim_status,CL8002404,v15,0.907,79,468,contained,
C-20260829-02189,2026-08-29 11:32:43,en,policy_details,,v15,0.973,115,261,contained,
C-20260829-02190,2026-08-29 18:49:03,en,renewal_premium,,v15,0.949,118,465,transferred_human,agent_could_not_resolve
C-20260829-02191,2026-08-29 13:54:09,hi,renewal_premium,,v15,0.867,104,600,contained,
C-20260829-02192,2026-08-29 11:53:36,en,renewal_premium,,v15,0.868,146,445,abandoned,
C-20260829-02193,2026-08-29 13:35:19,hi,claim_status,CLM-2026-52006,v15,0.836,106,1410,transferred_human,agent_could_not_resolve
C-20260829-02194,2026-08-29 15:10:22,en,claim_status,CL7904337,v15,0.97,116,426,contained,
C-20260829-02195,2026-08-29 12:41:23,en,claim_status,CL7182477,v15,0.935,235,481,transferred_human,escalation_policy
C-20260829-02196,2026-08-29 18:42:42,en,network_hospital,,v15,0.857,118,416,transferred_human,caller_requested_human
C-20260829-02197,2026-08-29 09:45:15,en,claim_status,CL7736627,v15,0.947,96,438,transferred_human,caller_requested_human
C-20260829-02198,2026-08-29 10:58:15,hi,claim_status,CLM-2026-81101,v15,0.868,164,1506,transferred_human,agent_could_not_resolve
C-20260829-02199,2026-08-29 12:39:49,en,network_hospital,,v15,0.942,77,404,contained,
C-20260829-02200,2026-08-29 20:25:46,en,network_hospital,,v15,0.99,87,521,contained,
C-20260829-02201,2026-08-29 09:59:52,en,claim_status,CLM-2026-51226,v15,0.886,122,1242,transferred_human,agent_could_not_resolve
C-20260829-02202,2026-08-29 18:27:15,en,claim_status,CL8569240,v15,0.914,99,548,contained,
C-20260829-02203,2026-08-29 16:31:00,en,policy_details,,v15,0.99,150,234,contained,
C-20260829-02204,2026-08-29 12:29:40,hi,claim_status,CL8697929,v15,0.85,98,538,contained,
C-20260829-02205,2026-08-29 12:07:12,en,claim_status,CLM-2026-59609,v15,0.913,122,1242,transferred_human,agent_could_not_resolve
C-20260829-02206,2026-08-29 13:48:10,en,network_hospital,,v15,0.98,162,359,contained,
C-20260829-02207,2026-08-29 12:55:57,en,claim_status,CL7859328,v15,0.937,140,523,contained,
C-20260829-02208,2026-08-29 16:51:13,en,claim_status,CLM-2026-69695,v15,0.928,142,1122,transferred_human,agent_could_not_resolve
C-20260829-02209,2026-08-29 19:45:26,en,renewal_premium,,v15,0.9,94,463,transferred_human,out_of_scope
C-20260829-02210,2026-08-29 09:51:51,en,policy_details,,v15,0.899,38,299,contained,
C-20260829-02211,2026-08-29 16:38:13,en,network_hospital,,v15,0.872,194,549,transferred_human,escalation_policy
C-20260829-02212,2026-08-29 16:24:56,en,renewal_premium,,v15,0.905,45,515,contained,
C-20260829-02213,2026-08-29 18:00:38,hi,claim_status,CL8008154,v15,0.811,157,324,transferred_human,out_of_scope
C-20260829-02214,2026-08-29 17:58:59,en,claim_status,CL7035439,v15,0.891,176,394,contained,
C-20260829-02215,2026-08-29 13:36:35,en,claim_status,CLM-2026-71926,v15,0.955,80,921,transferred_human,agent_could_not_resolve
C-20260829-02216,2026-08-29 16:40:30,en,network_hospital,,v15,0.87,72,473,contained,
C-20260829-02217,2026-08-29 18:50:42,en,renewal_premium,,v15,0.97,89,384,contained,
C-20260829-02218,2026-08-29 17:03:25,en,claim_status,CL7675378,v15,0.897,112,281,contained,
C-20260829-02219,2026-08-29 09:21:56,en,renewal_premium,,v15,0.938,142,451,transferred_human,escalation_policy
C-20260829-02220,2026-08-29 17:58:41,en,policy_details,,v15,0.99,154,419,contained,
C-20260829-02221,2026-08-29 13:20:15,hi,claim_status,CL7340009,v15,0.926,64,326,contained,
C-20260829-02222,2026-08-29 16:50:58,en,renewal_premium,,v15,0.88,143,377,contained,
C-20260829-02223,2026-08-29 12:58:47,en,claim_status,CLM-2026-89850,v15,0.897,132,1455,transferred_human,agent_could_not_resolve
C-20260829-02224,2026-08-29 13:39:31,en,renewal_premium,,v15,0.933,148,464,contained,
C-20260829-02225,2026-08-29 15:11:18,en,claim_status,CLM-2026-70288,v15,0.949,92,1401,transferred_human,agent_could_not_resolve
C-20260829-02226,2026-08-29 17:19:03,en,renewal_premium,,v15,0.976,92,372,contained,
C-20260829-02227,2026-08-29 17:01:19,en,network_hospital,,v15,0.951,170,613,transferred_human,escalation_policy
C-20260829-02228,2026-08-29 10:47:09,en,network_hospital,,v15,0.906,171,436,transferred_human,caller_requested_human
C-20260829-02229,2026-08-29 17:42:00,en,claim_status,CL7256760,v15,0.902,161,355,transferred_human,escalation_policy
C-20260829-02230,2026-08-29 14:00:34,hi,claim_status,CL8032828,v15,0.849,189,509,contained,
C-20260829-02231,2026-08-29 11:48:59,en,claim_status,CL7566002,v15,0.99,119,449,contained,
C-20260829-02232,2026-08-29 13:51:02,hi,claim_status,CL8758793,v15,0.963,202,375,transferred_human,agent_could_not_resolve
C-20260829-02233,2026-08-29 13:37:51,hi,renewal_premium,,v15,0.949,122,427,transferred_human,agent_could_not_resolve
C-20260829-02234,2026-08-29 14:21:56,en,claim_status,CLM-2026-49783,v15,0.956,145,930,transferred_human,agent_could_not_resolve
C-20260829-02235,2026-08-29 15:58:24,en,network_hospital,,v15,0.895,137,521,transferred_human,escalation_policy
C-20260829-02236,2026-08-29 13:27:38,en,renewal_premium,,v15,0.979,146,367,contained,
C-20260829-02237,2026-08-29 12:52:13,hi,network_hospital,,v15,0.903,189,370,transferred_human,agent_could_not_resolve
C-20260829-02238,2026-08-29 09:18:37,hi,claim_status,CL8285621,v15,0.875,113,537,contained,
C-20260829-02239,2026-08-29 12:29:06,en,policy_details,,v15,0.947,216,1426,transferred_human,out_of_scope
C-20260829-02240,2026-08-29 18:07:46,en,claim_status,CL7617315,v15,0.935,218,452,transferred_human,escalation_policy
C-20260829-02241,2026-08-29 20:21:57,en,claim_status,CL8194014,v15,0.817,201,467,transferred_human,caller_requested_human
C-20260829-02242,2026-08-29 13:06:31,en,policy_details,,v15,0.915,201,475,transferred_human,out_of_scope
C-20260829-02243,2026-08-29 19:55:56,en,network_hospital,,v15,0.96,191,431,contained,
C-20260829-02244,2026-08-29 12:41:30,hi,policy_details,,v15,0.878,100,388,transferred_human,agent_could_not_resolve
C-20260829-02245,2026-08-29 17:42:27,en,claim_status,CLM-2026-34180,v15,0.963,109,1821,transferred_human,agent_could_not_resolve
C-20260829-02246,2026-08-29 10:35:54,hi,claim_status,CLM-2026-95854,v15,0.812,155,1095,transferred_human,agent_could_not_resolve
C-20260829-02247,2026-08-29 12:07:40,en,claim_status,CLM-2026-38289,v15,0.89,183,1308,transferred_human,agent_could_not_resolve
C-20260829-02248,2026-08-29 15:42:36,en,network_hospital,,v15,0.931,84,598,contained,
C-20260829-02249,2026-08-29 16:12:05,en,policy_details,,v15,0.952,111,508,contained,
C-20260829-02250,2026-08-29 12:49:35,en,network_hospital,,v15,0.99,156,417,transferred_human,out_of_scope
C-20260829-02251,2026-08-29 17:32:55,en,claim_status,CLM-2026-87240,v15,0.917,253,900,transferred_human,agent_could_not_resolve
C-20260829-02252,2026-08-29 19:44:52,en,renewal_premium,,v15,0.925,153,546,contained,
C-20260829-02253,2026-08-29 10:38:34,en,claim_status,CL8681311,v15,0.914,205,409,contained,
C-20260829-02254,2026-08-29 20:35:52,hi,policy_details,,v15,0.929,124,393,transferred_human,caller_requested_human
C-20260829-02255,2026-08-29 19:12:15,en,network_hospital,,v15,0.88,129,372,transferred_human,escalation_policy
C-20260829-02256,2026-08-29 12:43:42,en,network_hospital,,v15,0.898,57,398,contained,
C-20260829-02257,2026-08-29 10:45:18,en,policy_details,,v15,0.872,86,204,contained,
C-20260829-02258,2026-08-29 16:09:39,hi,claim_status,CL8879200,v15,0.932,59,421,contained,
C-20260829-02259,2026-08-29 10:57:55,en,network_hospital,,v15,0.916,197,558,transferred_human,agent_could_not_resolve
C-20260829-02260,2026-08-29 10:09:24,en,renewal_premium,,v15,0.872,133,317,contained,
C-20260829-02261,2026-08-29 17:56:42,hi,renewal_premium,,v15,0.903,92,334,contained,
C-20260829-02262,2026-08-29 14:24:45,en,network_hospital,,v15,0.929,115,410,transferred_human,escalation_policy
C-20260829-02263,2026-08-29 10:10:02,hi,claim_status,CL7639921,v15,0.863,122,475,contained,
C-20260829-02264,2026-08-29 12:13:43,en,renewal_premium,,v15,0.903,47,526,contained,
C-20260829-02265,2026-08-29 16:02:53,hi,renewal_premium,,v15,0.896,185,435,transferred_human,out_of_scope
C-20260829-02266,2026-08-29 19:41:15,en,policy_details,,v15,0.945,140,347,transferred_human,agent_could_not_resolve
C-20260829-02267,2026-08-29 18:49:54,en,renewal_premium,,v15,0.895,57,434,contained,
C-20260829-02268,2026-08-29 19:19:49,en,policy_details,,v15,0.926,173,313,transferred_human,out_of_scope
C-20260829-02269,2026-08-29 16:03:09,hi,claim_status,CLM-2026-63494,v15,0.875,127,1263,transferred_human,agent_could_not_resolve
C-20260829-02270,2026-08-29 13:33:17,en,renewal_premium,,v15,0.938,87,475,contained,
C-20260829-02271,2026-08-29 12:07:07,en,policy_details,,v15,0.861,104,415,contained,
C-20260829-02272,2026-08-29 09:17:57,en,claim_status,CL7340461,v15,0.986,106,465,contained,
C-20260829-02273,2026-08-29 15:20:27,en,claim_status,CL8713085,v15,0.95,113,535,transferred_human,agent_could_not_resolve
C-20260829-02274,2026-08-29 09:29:20,hi,policy_details,,v15,0.874,194,471,transferred_human,out_of_scope
C-20260829-02275,2026-08-29 20:38:43,en,claim_status,CLM-2026-15757,v15,0.896,70,1194,transferred_human,agent_could_not_resolve
C-20260829-02276,2026-08-29 13:27:10,en,policy_details,,v15,0.96,70,377,contained,
C-20260829-02277,2026-08-29 17:20:22,en,policy_details,,v15,0.979,71,368,contained,
C-20260829-02278,2026-08-29 12:46:43,en,renewal_premium,,v15,0.927,105,309,transferred_human,agent_could_not_resolve
C-20260829-02279,2026-08-29 12:37:38,en,claim_status,CLM-2026-24538,v15,0.959,141,1233,transferred_human,agent_could_not_resolve
C-20260829-02280,2026-08-29 15:57:03,en,network_hospital,,v15,0.895,37,582,contained,
C-20260829-02281,2026-08-29 17:04:14,en,claim_status,CL7837736,v15,0.843,170,289,transferred_human,agent_could_not_resolve
C-20260829-02282,2026-08-29 17:44:50,en,policy_details,,v15,0.99,111,484,transferred_human,caller_requested_human
C-20260829-02283,2026-08-29 12:01:42,en,claim_status,CL7825128,v15,0.99,184,336,contained,
C-20260829-02284,2026-08-29 18:32:51,en,network_hospital,,v15,0.946,46,404,contained,
C-20260829-02285,2026-08-29 13:55:15,en,network_hospital,,v15,0.92,144,277,contained,
C-20260829-02286,2026-08-29 14:24:53,hi,network_hospital,,v15,0.79,102,467,contained,
C-20260829-02287,2026-08-29 12:47:49,en,claim_status,CL8347328,v15,0.881,144,359,abandoned,
C-20260829-02288,2026-08-29 12:31:36,en,claim_status,CL7309163,v15,0.928,142,525,transferred_human,out_of_scope
C-20260829-02289,2026-08-29 16:15:25,en,network_hospital,,v15,0.895,90,212,contained,
C-20260829-02290,2026-08-29 15:20:49,en,network_hospital,,v15,0.967,70,371,contained,
C-20260829-02291,2026-08-29 12:35:47,en,policy_details,,v15,0.99,127,455,contained,
C-20260829-02292,2026-08-29 19:29:50,hi,claim_status,CLM-2026-30368,v15,0.87,217,1212,abandoned,
C-20260829-02293,2026-08-29 19:11:11,en,network_hospital,,v15,0.867,191,414,contained,
C-20260829-02294,2026-08-29 13:28:24,en,network_hospital,,v15,0.853,151,415,transferred_human,caller_requested_human
C-20260829-02295,2026-08-29 20:50:51,en,claim_status,CLM-2026-42011,v15,0.99,164,1356,transferred_human,agent_could_not_resolve
C-20260829-02296,2026-08-29 10:09:56,hi,claim_status,CL7494569,v15,0.908,182,726,contained,
C-20260829-02297,2026-08-29 11:32:27,en,network_hospital,,v15,0.944,163,399,contained,
C-20260829-02298,2026-08-29 11:50:04,en,claim_status,CL7443766,v15,0.885,125,432,transferred_human,caller_requested_human
C-20260829-02299,2026-08-29 11:06:54,en,claim_status,CL7971355,v15,0.936,84,342,contained,
C-20260829-02300,2026-08-29 10:08:39,en,policy_details,,v15,0.989,138,541,transferred_human,caller_requested_human
C-20260829-02301,2026-08-29 15:30:15,en,renewal_premium,,v15,0.936,146,285,contained,
C-20260830-02302,2026-08-30 18:43:28,en,renewal_premium,,v15,0.939,120,333,contained,
C-20260830-02303,2026-08-30 16:09:55,hi,network_hospital,,v15,0.906,101,350,contained,
C-20260830-02304,2026-08-30 10:21:41,en,claim_status,CL8835954,v15,0.943,111,520,contained,
C-20260830-02305,2026-08-30 16:54:26,en,renewal_premium,,v15,0.971,96,367,contained,
C-20260830-02306,2026-08-30 17:24:21,hi,claim_status,CLM-2026-74066,v15,0.883,132,1128,transferred_human,agent_could_not_resolve
C-20260830-02307,2026-08-30 17:03:42,en,claim_status,CLM-2026-94921,v15,0.922,166,1131,abandoned,
C-20260830-02308,2026-08-30 14:09:56,en,renewal_premium,,v15,0.99,154,666,transferred_human,out_of_scope
C-20260830-02309,2026-08-30 16:33:44,en,policy_details,,v15,0.928,159,477,transferred_human,out_of_scope
C-20260830-02310,2026-08-30 19:32:46,en,network_hospital,,v15,0.885,213,357,transferred_human,out_of_scope
C-20260830-02311,2026-08-30 17:52:57,en,renewal_premium,,v15,0.889,91,461,contained,
C-20260830-02312,2026-08-30 11:06:51,hi,claim_status,CL8338146,v15,0.832,235,297,transferred_human,agent_could_not_resolve
C-20260830-02313,2026-08-30 15:06:11,en,claim_status,CL8499753,v15,0.956,123,378,contained,
C-20260830-02314,2026-08-30 11:51:24,en,claim_status,CL8541911,v15,0.865,103,708,contained,
C-20260830-02315,2026-08-30 11:56:57,en,renewal_premium,,v15,0.941,164,437,contained,
C-20260830-02316,2026-08-30 18:33:36,en,claim_status,CL8768427,v15,0.924,83,569,contained,
C-20260830-02317,2026-08-30 15:22:46,en,network_hospital,,v15,0.86,196,505,contained,
C-20260830-02318,2026-08-30 11:20:29,hi,claim_status,CL7766515,v15,0.862,172,404,abandoned,
C-20260830-02319,2026-08-30 19:16:47,en,renewal_premium,,v15,0.94,197,430,transferred_human,agent_could_not_resolve
C-20260830-02320,2026-08-30 17:16:51,hi,claim_status,CL8551362,v15,0.882,79,395,contained,
C-20260830-02321,2026-08-30 19:18:59,en,network_hospital,,v15,0.943,160,444,transferred_human,escalation_policy
C-20260830-02322,2026-08-30 11:15:22,en,renewal_premium,,v15,0.911,95,470,transferred_human,out_of_scope
C-20260830-02323,2026-08-30 09:03:55,en,policy_details,,v15,0.941,118,472,contained,
C-20260830-02324,2026-08-30 17:14:49,en,network_hospital,,v15,0.89,145,443,abandoned,
C-20260830-02325,2026-08-30 13:08:59,en,claim_status,CL8253942,v15,0.853,154,327,transferred_human,caller_requested_human
C-20260830-02326,2026-08-30 12:32:15,hi,network_hospital,,v15,0.847,124,474,transferred_human,escalation_policy
C-20260830-02327,2026-08-30 18:36:16,en,claim_status,CL8648187,v15,0.99,130,436,transferred_human,out_of_scope
